date,index,return,volatility,change_in_volatility,directionality
3/1/18,0,,,,
3/2/18,0,,,,
3/3/18,0,,,,
3/4/18,0,,,,
3/5/18,0,,,,
3/6/18,0,,,,
3/7/18,0,,,,
3/8/18,0,,,,
3/9/18,0,,,,
3/10/18,0,,,,
3/11/18,0,,,,
3/12/18,0,,,,
3/13/18,0,,,,
3/14/18,0,,,,
3/15/18,0,,,,
3/16/18,0,,,,
3/17/18,0,,,,
3/18/18,0,,,,
3/19/18,0,,,,
3/20/18,0,,,,
3/21/18,0,,,,
3/22/18,0,,,,
3/23/18,0,,,,
3/24/18,0,,,,
3/25/18,0,,,,
3/26/18,0,,,,
3/27/18,0,,,,
3/28/18,0,,,,
3/29/18,0,,,,
3/30/18,0,,,,
3/31/18,0,,,,
4/1/18,0,,,,
4/2/18,0,,,,
4/3/18,0,,,,
4/4/18,0,,,,
4/5/18,0,,,,
4/6/18,0,,,,
4/7/18,0,,,,
4/8/18,0,,,,
4/9/18,0,,,,
4/10/18,0,,,,
4/11/18,0,,,,
4/12/18,0,,,,
4/13/18,0,,,,
4/14/18,0,,,,
4/15/18,0,,,,
4/16/18,0,,,,
4/17/18,0,,,,
4/18/18,0,,,,
4/19/18,0,,,,
4/20/18,0,,,,
4/21/18,0,,,,
4/22/18,0,,,,
4/23/18,0,,,,
4/24/18,0,,,,
4/25/18,0,,,,
4/26/18,0,,,,
4/27/18,0,,,,
4/28/18,0,,,,
4/29/18,0,,,,
4/30/18,0,,,,
5/1/18,0,,,,
5/2/18,0,,,,
5/3/18,0,,,,
5/4/18,0,,,,
5/5/18,0,,,,
5/6/18,0,,,,
5/7/18,0,,,,
5/8/18,0,,,,
5/9/18,0,,,,
5/10/18,0,,,,
5/11/18,0,,,,
5/12/18,0,,,,
5/13/18,0,,,,
5/14/18,0,,,,
5/15/18,0,,,,
5/16/18,0,,,,
5/17/18,0,,,,
5/18/18,0,,,,
5/19/18,0,,,,
5/20/18,0,,,,
5/21/18,0,,,,
5/22/18,0,,,,
5/23/18,0,,,,
5/24/18,0,,,,
5/25/18,0,,,,
5/26/18,0,,,,
5/27/18,0,,,,
5/28/18,0,,,,
5/29/18,0,,,,
5/30/18,0,,,,
5/31/18,0,,,,
6/1/18,0,,,,
6/2/18,0,,,,
6/3/18,0,,,,
6/4/18,0,,,,
6/5/18,0,,,,
6/6/18,0,,,,
6/7/18,0,,,,
6/8/18,0,,,,
6/9/18,0,,,,
6/10/18,0,,,,
6/11/18,0,,,,
6/12/18,0,,,,
6/13/18,0,,,,
6/14/18,0,,,,
6/15/18,0,,,,
6/16/18,0,,,,
6/17/18,0,,,,
6/18/18,0,,,,
6/19/18,0,,,,
6/20/18,0,,,,
6/21/18,0,,,,
6/22/18,0,,,,
6/23/18,0,,,,
6/24/18,0,,,,
6/25/18,0,,,,
6/26/18,0,,,,
6/27/18,0,,,,
6/28/18,0,,,,
6/29/18,0,,,,
6/30/18,0,,,,
7/1/18,0,,,,
7/2/18,0,,,,
7/3/18,0,,,,
7/4/18,0,,,,
7/5/18,0,,,,
7/6/18,0,,,,
7/7/18,0,,,,
7/8/18,0,,,,
7/9/18,0,,,,
7/10/18,0,,,,
7/11/18,0,,,,
7/12/18,0,,,,
7/13/18,0,,,,
7/14/18,0,,,,
7/15/18,0,,,,
7/16/18,0,,,,
7/17/18,0,,,,
7/18/18,0,,,,
7/19/18,0,,,,
7/20/18,0,,,,
7/21/18,0,,,,
7/22/18,0,,,,
7/23/18,0,,,,
7/24/18,0,,,,
7/25/18,0,,,,
7/26/18,0,,,,
7/27/18,0,,,,
7/28/18,0,,,,
7/29/18,0,,,,
7/30/18,0,,,,
7/31/18,0,,,,
8/1/18,0,,,,
8/2/18,0,,,,
8/3/18,0,,,,
8/4/18,0,,,,
8/5/18,0,,,,
8/6/18,0,,,,
8/7/18,0,,,,
8/8/18,0,,,,
8/9/18,0,,,,
8/10/18,0,,,,
8/11/18,0,,,,
8/12/18,0,,,,
8/13/18,0,,,,
8/14/18,0,,,,
8/15/18,0,,,,
8/16/18,0,,,,
8/17/18,0,,,,
8/18/18,0,,,,
8/19/18,0,,,,
8/20/18,0,,,,
8/21/18,0,,,,
8/22/18,0,,,,
